VendorNumber,VendorName,Brand,Description,ListPrice,ActualPaidPrice,TotalQtyPurchased,TotalSpend,TotalQtySold,TotalRevenue,PriceVariance,SellThroughRate,AllocatedFreight,RemainingStock,UnsoldInventoryValue,FreightPerUnit,NetProfit,NetProfitMargin,GrossProfit,SalesToPurchaseRatio,StockTurnover,SalesEfficiency,ProfitPerUnit,VendorDependency%,OrderSize,DeadStockRisk,UnitCost,VendorCategory,Contribution%,CumulativeContribution,RecommendedAction
480,BACARDI USA INC,129,Grey Goose L'Orange Vodka,31.99,24.99,4,99.96,9,284.90999999999997,-7.0,2.25,0.5064039811554845,-5,-124.94999999999999,0.12660099528887112,184.44359601884452,64.73749465404673,184.95,2.8502400960384153,2.25,2.8502400960384153,20.493732890982724,3.263280167173243e-05,Small,False,24.99,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,201,Nassua Royale Liqueur,19.49,15.47,34,525.98,36,701.64,-4.019999999999998,1.0588235294117647,2.664649519889573,-2,-30.94,0.0783720447026345,172.9953504801104,24.655856348000455,175.65999999999997,1.3339670709912923,1.0588235294117647,1.3339670709912923,4.805426402225289,0.0001717106945107826,Small,False,15.47,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,278,Cazadores Reposado Tequila,28.99,21.96,80,1756.8,69,1997.31,-7.029999999999998,0.8625,8.900065167006353,11,241.56,0.11125081458757942,231.60993483299364,11.596093487390222,240.51,1.1369023224043715,0.8625,1.1369023224043715,3.3566657222172993,0.0005735224687564981,Small,False,21.96,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,443,St Germain Liqueur,33.99,24.45,7748,189438.6,7705,273863.95,-9.540000000000003,0.9944501806917915,959.708495643471,43,1051.35,0.12386531952032408,83465.64150435654,30.477045812110916,84425.35,1.4456607576280653,0.9944501806917915,1.4456607576280653,10.832659507379175,0.06184386017177523,Large,False,24.45,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,508,Bacardi Superior Rum,12.99,9.77,38957,380609.89,38335,522309.15,-3.2200000000000006,0.984033678157969,1928.194913596949,622,6076.94,0.04949546714574913,139771.06508640305,26.76021760032407,141699.26,1.3722952653700091,0.984033678157969,1.3722952653700091,3.646043174289893,0.12425337189545718,Large,False,9.77,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,540,Bacardi Pineapple Fusion,0.99,0.72,352,253.44,4657,4610.43,-0.27,13.230113636363637,1.2839438273714083,-4305,-3099.6,0.0036475676913960463,4355.706056172629,94.47505018344556,4356.990000000001,18.19140625,13.230113636363637,18.19140625,0.9353029968161111,8.273766762388825e-05,Medium,False,0.72,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,565,Bombay Dry Gin,20.49,15.52,173,2684.96,173,3563.27,-4.969999999999999,1.0,13.602185206514902,0,0.0,0.07862534801453701,864.707814793485,24.26725493138283,878.31,1.3271221917644955,1.0,1.3271221917644955,4.998311068170434,0.0008765282830785786,Medium,False,15.52,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,743,Angels Envy Whiskey,45.99,36.5,3333,121654.5,3216,160767.84,-9.490000000000002,0.9648964896489649,616.3097551568616,117,4270.5,0.18491141768882735,38497.03024484313,23.94572835266253,39113.34,1.3215116580151165,0.9648964896489649,1.3215116580151165,11.970469603496,0.03971515777284687,Large,False,36.5,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,802,Bacardi Torched Cherry Rum,11.99,7.989999999999999,5049,40341.51,4962,57060.38,-4.000000000000001,0.9827688651218063,204.37276180295908,87,695.13,0.04047786924202002,16514.497238197036,28.94214381011314,16718.869999999995,1.4144334210593503,0.9827688651218063,1.4144334210593503,3.328193719910729,0.013169832882835244,Large,False,7.99,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,803,Bacardi Gold Rum,12.990000000000002,9.92,1300,12896.0,1250,16410.0,-3.070000000000002,0.9615384615384616,65.33199020589363,50,496.0,0.05025537708145664,3448.668009794106,21.015649054199308,3514.0,1.2724875930521091,0.9615384615384616,1.2724875930521091,2.758934407835285,0.0042100101076296675,Medium,False,9.92,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,804,Bacardi Limon Rum,15.49,11.56,297,3433.32,275,4039.75,-3.9299999999999997,0.9259259259259259,17.393426536422048,22,254.32000000000002,0.05856372571185875,589.0365734635778,14.58101549510682,606.4299999999998,1.176630783032167,0.9259259259259259,1.176630783032167,2.141951176231192,0.0011208368410923612,Medium,False,11.56,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,805,B & B Liqueur Dom,32.99,26.39,10,263.9,12,395.88,-6.600000000000001,1.2,1.336934880221412,-2,-52.78,0.1336934880221412,130.6430651197786,33.000673214049364,131.98000000000002,1.5001136794240244,1.2,1.5001136794240244,10.886922093314885,8.61524245815345e-05,Small,False,26.389999999999997,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,810,Bacardi Black Razz,11.99,7.19,2283,16414.77,3153,37736.47,-4.8,1.38107752956636,83.15831210235706,-870,-6255.3,0.03642501625157996,21238.541687897643,56.28120936562864,21321.7,2.2989338260603103,1.38107752956636,2.2989338260603103,6.735978968568869,0.005358742836105477,Large,False,7.19,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,824,Dewars White Label Scotch,26.99,20.76,6787,140898.12,6617,178592.83,-6.229999999999997,0.9749521143362311,713.7992087367265,170,3529.2000000000003,0.10517153510191933,36980.91079126327,20.70682837114081,37694.70999999999,1.267531674659676,0.9749521143362311,1.267531674659676,5.588772977370904,0.04599740302000758,Large,False,20.759999999999998,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,903,Bombay Sapphire Gin,24.99,18.79,9534,179143.86,9465,251306.34999999998,-6.199999999999999,0.9927627438640655,907.5546608999674,69,1296.51,0.09519138461296071,71254.93533910002,28.353814115361597,72162.48999999999,1.4028186620518281,0.9927627438640655,1.4028186620518281,7.528255186381407,0.05848305376239096,Large,False,18.79,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,973,Bacardi 1873 Solera Rum,19.99,11.9,21,249.9,157,2353.43,-8.089999999999998,7.476190476190476,1.266009952888711,-136,-1618.4,0.06028618823279576,2102.263990047111,89.32766175527256,2103.5299999999997,9.417486994797919,7.476190476190476,9.417486994797919,13.390216497115356,8.15820041793311e-05,Small,False,11.9,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,974,Bacardi O Orange Rum,15.49,12.29,59,725.1099999999999,49,741.51,-3.200000000000001,0.8305084745762712,3.6734552898724817,10,122.89999999999999,0.06226195406563528,12.726544710127609,1.7163011571155629,16.40000000000009,1.0226172580711894,0.8305084745762712,1.0226172580711894,0.25972540224750224,0.00023671839556012311,Small,False,12.29,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,1020,B & B Dom VAP,28.99,18.11,2,36.22,52,1319.48,-10.879999999999999,26.0,0.18349291914217333,-50,-905.5,0.09174645957108667,1283.0765070808577,97.24107277721964,1283.26,36.42959690778576,26.0,36.42959690778576,24.674548213093416,1.1824330497700568e-05,Small,False,18.11,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,1047,Angels Envy Hanover Chop,45.99,35.38,6,212.28,6,275.94,-10.61,1.0,1.0754245410132677,0,0.0,0.17923742350221128,62.58457545898673,22.680501362247853,63.66,1.299886941775014,1.0,1.299886941775014,10.430762576497788,6.930063164141019e-05,Small,False,35.38,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,1106,Aberfeldy Single Cask,249.99000000000004,155.55,54,8399.7,38,9459.62,-94.44000000000003,0.7037037037037037,42.55343657974913,16,2488.8,0.7880266033286877,1017.3665634202509,10.754835431235618,1059.92,1.1261854590044882,0.7037037037037037,1.1261854590044882,26.77280430053292,0.0027421543037420065,Small,True,155.55,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,1330,Grey Goose Glass Pack,49.99,38.27,2403,91962.81,2690,136831.1,-11.719999999999999,1.1194340407823553,465.8896868972128,-287,-10983.490000000002,0.19387835493017594,44402.40031310279,32.45051769159408,44868.29000000001,1.4878960310151463,1.1194340407823553,1.4878960310151463,16.50646851788208,0.03002205021913978,Large,False,38.269999999999996,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,1414,Bacardi 8 Gift Set,23.99,14.28,5,71.4,35,869.65,-9.709999999999999,7.0,0.36171712939677464,-30,-428.4,0.07234342587935493,797.8882828706032,91.74820707992909,798.25,12.179971988795517,7.0,12.179971988795517,22.796808082017236,2.3309144051237457e-05,Small,False,14.280000000000001,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,1757,Aberfeldy 21 Yr Single Malt,159.99,116.78000000000002,14,1634.92,18,2879.82,-43.209999999999994,1.2857142857142858,8.282613013912812,-4,-467.12000000000006,0.5916152152794866,1236.6173869860872,42.94078751401432,1244.9,1.7614439850267902,1.2857142857142858,1.7614439850267902,68.70096594367152,0.0005337336945693157,Small,False,116.78,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,2123,Angel's Envy Rye,79.99,57.96,295,17098.2,431,34475.689999999995,-22.029999999999994,1.4610169491525424,86.62061375142763,-136,-7882.56,0.2936291991573818,17290.869386248567,50.15380224804368,17377.489999999994,2.0163344679556907,1.4610169491525424,2.0163344679556907,40.118026418210135,0.005581854437211041,Medium,False,57.96,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,2184,Bonnie Rose Orange Peel,19.99,11.36,290,3294.4,535,8035.65,-8.629999999999999,1.8448275862068966,16.689648614632134,-245,-2783.2,0.057550512464248735,4724.5603513853675,58.79499917723355,4741.25,2.4391846770276833,1.8448275862068966,2.4391846770276833,8.830953927823117,0.0010754852123584968,Medium,False,11.36,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,2200,Bonnie Rose Spiced Apple,19.99,10.78,269,2899.82,493,7419.07,-9.209999999999999,1.8327137546468402,14.690680198422339,-224,-2414.72,0.054612194046179695,4504.559319801578,60.715956579484725,4519.25,2.5584588008910893,1.8327137546468402,2.5584588008910893,9.137037159840927,0.0009466711779083949,Medium,False,10.780000000000001,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,2258,Dewars Special Reserve 12 Yr,16.99,9.77,5326,52035.02,4850,66365.5,-7.219999999999999,0.9106271122793842,263.61285801825983,476,4650.5199999999995,0.04949546714574912,14066.867141981744,21.19605388640445,14330.480000000003,1.2754006820791075,0.9106271122793842,1.2754006820791075,2.9003849777281947,0.01698727978836165,Large,True,9.77,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2329,Craigellachie 13 Yr Scotch,54.99,38.45,759,29183.55,612,29755.88,-16.54,0.8063241106719368,147.84579736144596,147,5652.150000000001,0.19479024685302498,424.48420263855576,1.4265557013892909,572.3300000000017,1.019611390663576,0.8063241106719368,1.019611390663576,0.6936016382982937,0.00952722088062312,Medium,True,38.449999999999996,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2502,Dewars Wh Label & Honey 2 Pk,34.99,26.92,3,80.76,98,3429.02,-8.07,32.666666666666664,0.4091355093849232,-95,-2557.4,0.13637850312830774,3347.8508644906146,97.63287657962375,3348.2599999999998,42.45938583457157,32.666666666666664,42.45938583457157,34.161743515210354,2.6364796548710604e-05,Small,False,26.92,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,2611,Dewar's 15 Yr Old Rsv,54.99,39.99,472,18875.28,415,19294.850000000002,-15.0,0.8792372881355932,95.62341874174162,57,2279.4300000000003,0.20259198885962207,323.94658125826174,1.6789276996621467,419.57000000000335,1.0222285444242418,0.8792372881355932,1.0222285444242418,0.7805941717066548,0.006161997486378729,Medium,True,39.989999999999995,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2614,Dewars Special RSV 12-Year,59.99,41.21,320,13187.199999999999,289,16094.11,-18.78,0.903125,66.80722869441381,31,1277.51,0.20877258967004314,2840.102771305588,17.646845779639804,2906.9100000000017,1.2204342089298716,0.903125,1.2204342089298716,9.8273452294311,0.0043050748519954975,Medium,True,41.209999999999994,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2622,Dewars Scratch Cask Scotch,26.99,18.65,1633,30455.45,1479,38435.21,-8.34,0.9056950398040416,154.28932700962184,154,2872.1,0.0944821353396337,7825.470672990376,20.36016109445057,7979.759999999998,1.262014187936806,0.9056950398040416,1.262014187936806,5.29105522176496,0.009942443574163302,Large,True,18.650000000000002,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2624,Dewars 18 Yr Old Founders Rv,64.99,46.76,748,34976.48,644,42753.56,-18.229999999999997,0.8609625668449198,177.19316445383333,104,4863.04,0.23688925729122104,7599.886835546161,17.776032769075044,7777.0799999999945,1.2223517060607583,0.8609625668449198,1.2223517060607583,11.801066514823232,0.011418372699232857,Medium,True,46.760000000000005,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2628,Dewars Special RSV 12-Yr,31.990000000000002,23.43,3780,88565.40000000001,3547,112630.53,-8.560000000000002,0.9383597883597884,448.6781827993992,233,5459.19,0.11869793195751302,23616.451817200592,20.968073059054763,24065.12999999999,1.2717215752427018,0.9383597883597884,1.2717215752427018,6.658148242796896,0.02891293650637907,Large,True,23.430000000000003,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2663,Dewars White Label,29.99,21.42,69001,1478001.42,70122,2189368.78,-8.569999999999997,1.0162461413602701,7487.653093652053,-1121,-24011.820000000003,0.10851513881903238,703879.7069063478,32.14989239530253,711367.3599999999,1.4813035700601693,1.0162461413602701,1.4813035700601693,10.037929706887251,0.48250627460383066,Large,False,21.419999999999998,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,2665,Dewars White Label,19.99,15.38,18574,285668.12,19088,400461.12,-4.609999999999998,1.0276730914181114,1447.2136180192344,-514,-7905.320000000001,0.07791609874121,113345.78638198077,28.30381795415764,114793.0,1.4018404293765787,1.0276730914181114,1.4018404293765787,5.938065087069403,0.09325881456479254,Large,False,15.379999999999999,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,2668,Dewars White Label,13.99,10.68,5788,61815.84,5551,74776.49,-3.3100000000000005,0.9590532135452661,313.1631400007047,237,2531.16,0.05410558742237469,12647.486859999304,16.9137209569469,12960.650000000009,1.2096655161524943,0.9590532135452661,1.2096655161524943,2.2784159358672857,0.020180312593953028,Large,False,10.68,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,2672,Dewars White Label,2.29,1.8,23159,41686.2,22276,51012.04,-0.49,0.9618722742778185,211.18505041260258,883,1589.4,0.009118919228490115,9114.6549495874,17.867654282376083,9325.840000000004,1.2237152822756692,0.9618722742778185,1.2237152822756692,0.4091692830664123,0.013608818497880877,Large,False,1.7999999999999998,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,2679,Dewars Highlander Honey,22.99,14.28,226,3227.28,2348,46676.52,-8.709999999999999,10.389380530973451,16.349614248734213,-2122,-30302.16,0.07234342587935493,43432.89038575126,93.0508323794303,43449.24,14.46311444931955,10.389380530973451,14.46311444931955,18.49782384401672,0.001053573311115933,Medium,False,14.280000000000001,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,2742,Aberfeldy 12 Yr Single Malt,53.99000000000001,37.98,1029,39081.42,881,42761.19,-16.010000000000012,0.8561710398445093,197.98906239705457,148,5621.04,0.19240919572114146,3481.7809376029495,8.142385507987381,3679.770000000004,1.0941565071074697,0.8561710398445093,1.0941565071074697,3.9520782492655497,0.012758465665362921,Medium,True,37.98,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,2863,The Deveron 12 Yr Scotch,44.99,34.34,183,6284.219999999999,248,11592.52,-10.649999999999999,1.355191256830601,31.836274774478973,-65,-2232.1000000000004,0.1739687146146392,5276.4637252255225,45.51610629289855,5308.300000000001,1.8447030816871468,1.355191256830601,1.8447030816871468,21.276063408167428,0.0020515376642810564,Medium,False,34.339999999999996,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,2916,Royal Brackla 12 Yr Scotch,63.99,47.05,112,5269.6,163,10725.37,-16.940000000000005,1.4553571428571428,26.696142648028623,-51,-2399.5499999999997,0.23835841650025555,5429.073857351972,50.61898897056206,5455.77,2.0353290572339455,1.4553571428571428,2.0353290572339455,33.30720157884645,0.0017203062393893681,Medium,False,47.050000000000004,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,2933,Aultmore 12 Yr Scotch,48.99,38.88,195,7581.6,328,16593.72,-10.11,1.682051282051282,38.40888779040037,-133,-5171.04,0.19696865533538652,8973.711112209601,54.07895946303542,9012.12,2.1886831275720167,1.682051282051282,2.1886831275720167,27.358875342102444,0.002475078522953248,Medium,False,38.88,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,3016,Bombay Sapphire East Gin,19.99,14.590000000000002,4876,71140.84,5421,113409.79,-5.399999999999997,1.111771944216571,360.40420767052154,-545,-7951.550000000001,0.07391390641315045,41908.545792329474,36.95319935988725,42268.95,1.5941587138976712,1.111771944216571,1.5941587138976712,7.73077767797998,0.023224539040420662,Large,False,14.59,A,5.690832931994817,45.7667608122908,Increase Strategic Procurement
480,BACARDI USA INC,3139,Grey Goose Le Melon,23.99,17.64,2211,39002.04,2220,54432.799999999996,-6.349999999999998,1.0040705563093624,197.58691805907816,-9,-158.76,0.08936540843920315,15233.173081940917,27.985282921218307,15430.759999999995,1.3956398178146578,1.0040705563093624,1.3956398178146578,6.861789676549963,0.012732551381682425,Large,False,17.64,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,46.99,35.33,33,1165.89,280,13157.2,-11.660000000000004,8.484848484848484,5.9064759662801904,-247,-8726.51,0.1789841201903088,11985.403524033722,91.09387653933754,11991.310000000001,11.285112660714132,8.484848484848484,11.285112660714132,42.80501258583472,0.00038061481733749633,Small,False,35.330000000000005,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,3194,Grey Goose Cherry Noir Vodka,23.989999999999995,18.31,3497,64030.07,3846,94295.54,-5.679999999999996,1.0997998284243637,324.38057584698225,-349,-6390.19,0.09275967281869667,29941.08942415301,31.75239192028914,30265.469999999994,1.4726758849396853,1.0997998284243637,1.4726758849396853,7.784994650065785,0.02090316702017952,Large,False,18.31,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3199,Grey Goose La Poire Vodka,46.99,34.3,69,2366.7,260,12217.4,-12.690000000000005,3.7681159420289854,11.989858965593086,-191,-6551.299999999999,0.1737660719651172,9838.710141034408,80.53031038546997,9850.7,5.162208982972071,3.7681159420289854,5.162208982972071,37.84119285013234,0.0007726295689924886,Small,False,34.3,A,5.690832931994817,45.7667608122908,Optimize Freight & Logistics
480,BACARDI USA INC,3343,Bombay Sapphire Gin,12.49,9.46,7472,70685.12,7327,95177.73,-3.0299999999999994,0.9805942184154176,358.09549996451733,145,1371.7,0.0479249866119536,24134.514500035482,25.35731257725466,24492.61,1.3465030546740249,0.9805942184154176,1.3465030546740249,3.2939149037853803,0.023075765327156942,Large,False,9.459999999999999,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3344,Bombay Sapphire Gin,19.99,14.49,23798,344833.02,24620,516761.8,-5.499999999999998,1.0345407177073704,1746.9469203868427,-822,-11910.78,0.07340729978934545,170181.83307961313,32.93235550298284,171928.77999999997,1.4985856052880318,1.0345407177073704,1.4985856052880318,6.912340904939607,0.11257370499724434,Large,False,14.49,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3345,Bombay Sapphire Gin,2.29,1.54,20387,31395.98,19658,39119.42,-0.75,0.9642419188698681,159.05411428849507,729,1122.66,0.0078017420065971,7564.385885711504,19.336651427121115,7723.439999999999,1.2460009211370373,0.9642419188698681,1.2460009211370373,0.3847993633997102,0.010249487681369329,Large,False,1.54,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3348,Bombay Sapphire Gin,29.99,22.38,57349,1283470.62,56888,1766391.1199999999,-7.609999999999999,0.9919614988927444,6502.147175511184,461,10317.18,0.11337856240756045,476418.3528244886,26.97128328093546,482920.49999999977,1.3762614371336368,0.9919614988927444,1.3762614371336368,8.374672212496284,0.4190000219483341,Large,False,22.380000000000003,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3436,Bombay Dry Gin,26.99,18.79,12950,243330.5,12094,312799.06,-8.2,0.9338996138996138,1232.728430737841,856,16084.24,0.0951913846129607,68235.83156926215,21.814589714324,69468.56,1.2854905570818291,0.9338996138996138,1.2854905570818291,5.642122669857959,0.07943733440559714,Large,True,18.79,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,3437,Bombay Dry Gin,19.99,13.84,4605,63733.200000000004,4445,82741.54999999999,-6.149999999999999,0.9652551574375678,322.87661276289236,160,2214.4,0.07011435673461289,18685.473387237093,22.582938544464174,19008.349999999984,1.2982487934075173,0.9652551574375678,1.2982487934075173,4.203706048872236,0.020806251255550797,Large,False,13.840000000000002,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
480,BACARDI USA INC,3460,Corzo Anejo Tequila,58.99,41.04,612,25116.48,548,30702.52,-17.950000000000003,0.8954248366013072,127.24175134665967,64,2626.56,0.20791135840957461,5458.798248653341,17.77964235070392,5586.040000000001,1.222405368905197,0.8954248366013072,1.222405368905197,9.961310672725075,0.008199490901681015,Medium,True,41.04,A,5.690832931994817,45.7667608122908,Liquidate Excess Inventory
480,BACARDI USA INC,3461,Corzo Silver Tequila,49.99,39.99,13,519.87,14,699.86,-10.0,1.0769230769230769,2.633695855175087,-1,-39.99,0.2025919888596221,177.35630414482492,25.34168321447503,179.99,1.3462211706772846,1.0769230769230769,1.3462211706772846,12.668307438916065,0.00016971603246382095,Small,False,39.99,A,5.690832931994817,45.7667608122908,Negotiate Better Vendor Pricing
